Dátum;Autor;Text
"2026-01-05 22:50:57";"redakcia Demagog.sk";"Na sociálnych sieťach sa šíri obrázok pasov Ruska, Izraela či Bahám údajne patriacich ukrajinskému prezidentovi. Tieto pasy však nie sú autentické – obsahujú nesprávne údaje a na viacerých z nich sú použité fotografie voľne dostupné na internete. Niektoré príspevky zneužívajú názvy a logá známych inštitúcii a médií, čo je podľa odborníkov znakom ruskej vplyvovej operácie známej pod označením Storm 1516.

Na Facebooku sa od 14. decembra 2025 šíri  príspevok, podľa ktorého Volodymyr Zelenskyj vlastní okrem ukrajinského pasu aj pas štátu Bahamy, Izraela, ostrovného štátu Svätý Krištof a Nevis, Veľkej Británie a Ruska.

 



Príspevok mal do 4. januára 2026 120 zdieľaní.

Podvodné video imitujúce ukrajinské inštitúcie

Tvrdenia o pasoch pravdepodobne pochádzajú z virálneho videa, podľa ktorého boli údajne zaistené pri prehliadke priestorov vedúceho prezidentskej kancelárie Ukrajiny Andrija Jermaka.

Koncom novembra 2025 protikorupčné orgány Ukrajiny skutočne vykonali prehliadku v Jermakovej kancelárii. Volodymyr Zelenskyj po týchto udalostiach oznámil, že Jermak, ktorý bol jeho dlhoročným priateľom a poradcom, rezignoval na svoju funkciu.

Krátko na to sa začalo šíriť video s informáciou, že, pri prehliadke boli nájdené pasy z rôznych krajín, ktoré patrili Jermakovi a ukrajinskému prezidentovi. Video obsahuje logá ukrajinských protikorupčných úradov.

Národný protikorupčný úrad Ukrajiny (NABU), ktorý prehliadku vykonal, však nikdy nezverejnil podrobný popis nájdených predmetov. Vyhlásenie, ktoré by zodpovedalo tvrdeniam vo videu, úrad nepublikoval na svojom webe ani na svojom facebookovom profile. Rovnako nie je možné nájsť podobné vyhlásenie alebo video ani na facebookovej stránke Špecializovanej protikorupčnej prokuratúry Ukrajiny, ktorej logo sa tiež vyskytuje vo spornom videu.

Gruzínsky fact-checkingový portál Myth Detector kontaktoval v decembri 2025 tlačové stredisko NABU, ktoré uviedlo, že informácie z videa, ktoré sa od 11. decembra 2025 virálne šírili, sú nepravdivé. 

Neautentické pasy

Pri detailnejšom pohľade je možné odhaliť, že pasy vo videu a príspevku nie sú autentické. Prezrádzajú to viaceré nedostatky, ako nesprávne údaje, chyby v jednotlivých dokladoch či použitie verejne dostupných fotografií. 

K údajným pasom sa vyjadrilo aj ukrajinské Centrum pre boj proti dezinformáciám, ktoré je pracovným orgánom Rady národnej bezpečnosti a obrany Ukrajiny. Uviedlo, že nepravdivosť tvrdení potvrdzujú aj fotografie v pasoch, ktoré „používajú fotografie prezidenta z oficiálnych stránok, ktoré rozhodne nemôžu byť použité v skutočných dokumentoch.“

Ruský pas

Nepodložené informácie o tom, že prezident Zelenskyj vlastní ruský pas, sa objavili ešte pred zákrokom NABU u Jermaka. V polovici novembra 2025 kolovalo na sociálnych sieťach video, podľa ktorého si Zelenskyj kúpil apartmán v luxusnom moskovskom komplexe v roku 2019. Dokumenty vraj zverejnila hackerská skupina a nachádzala sa v nich aj údajná kópia Zelenského pasu vydaného Ruskou federáciou ešte v roku 2015. Rovnaký pas sa objavuje aj v overovanom príspevku. 

Video nesie logo mediálneho portálu The New Voice of Ukraine, ten však takúto správu nikdy nepublikoval. Podobný materiál sa neobjavuje na ich webovej stránke ani na YouTube kanáli tohto média.

Šéfredaktorka The New Voice of Ukraine Yulia McGuffie pre BBC Verify v novembri 2025 poprela, že niekedy podobný obsah publikovali: „Nikdy sme nič podobné na žiadnej z našich platforiem nezverejnili,“ povedala.

BBC Verify sa tiež odvoláva na nezávislých výskumníkov, podľa ktorých je video pravdepodobne dielom ruskej dezinformačnej kampane známej ako Storm-1516, v rámci ktorej portály imitujúce známe médiá vytvárajú falošné videá s cieľom oslabenia západnej podpory Ukrajine.

Tomu, že pas nie je autentický, napovedajú viaceré detaily. Na fotografiách z obdobia, keď mal byť pas vydaný, vyzerá Zelenskyj výrazne mladšie. 

Porovnanie fotografie Zelenského na údajnom ruskom pase a záberu zo seriálu Sluha ľudu z roku 2015. 

Portál Ukrinform upozornil, že fotografia na pase pravdepodobne pochádza z videa, ktoré Zelenskyj natočil pár hodín pred ruskou inváziou vo februári 2022.



Snímka videa z oficiálneho kanálu ukrajinského prezidenta. Zdroj: Youtube.com

Fact-checkerský tím nemeckej tlačovej agentúry DPA upozornil, že dezinformácie o ruskom pase Zelenského sa šírili už v minulosti. V máji 2022 agentúra informovala o odlišnom falzifikáte, ktorý sa šíril na sociálnych sieťach. Podľa DPA bolo v tom čase možné nájsť pas v totožnej podobe, len s inými identitami, voľne na internete. Pečiatka sa pritom nachádzala vždy na rovnakom mieste a bola orientovaná rovnakým spôsobom. Agentúra taktiež upozornila, že na doklade bol uvedený orgán, ktorý v čase vydania pasu už za vydávanie pasov nezodpovedal.

Izraelský pas

Aj na údajnom Zelenského pase štátu Izrael sa nachádzajú viaceré nezrovnalosti. V spornom príspevku ani vo videu nie je spodná časť pasu čitateľná kvôli titulkom. Na sociálnych sieťach sa však šírila aj fotografia, na ktorej je vidieť celý doklad. 

V spodnej časti pasu sa nachádza strojovo čitateľná zóna (MRZ), ktorá slúži pre skenery a obsahuje informácie o pase a jeho majiteľovi v medzinárodne uznávanej štandardizovanej forme. Na 11. – 13. mieste v druhom riadku sa nachádzajú písmená UKR, teda skratka medzinárodného kódu Ukrajiny. Tieto miesta sa však používajú na označenie štátnej príslušnosti držiteľa pasu (.pdf, s 19) a zodpovedajú krajine, ktorá pas vydala. V Zelenského údajnom izraelskom pase by teda tieto tri písmená mali označovať skratu Izraela, teda ISR.

Nezrovnalosti v štátnej príslušnosti Zelenského izraelského pasu. 

Fotografia použitá na tomto údajnom pase je taktiež verejne dostupnou fotografiou a dá sa nájsť napríklad na oficiálnej webovej stránke prezidenta.





Snímka z oficiálnej stránky prezidenta Ukrajiny. Zdroj: president.gov.ua 

V minulosti sa šíril facebookový príspevok s tvrdením, že izraelský pas má aj manželka ukrajinského prezidenta Olena Zelenská. Autori dezinformácie vtedy použili ľahko dostupný vzor izraelského pasu, fotka v dokumente pochádzala z telegramového účtu Oleny Zelenskej. 

Britský pas

Chyby sa nachádzajú aj v údajnom britskom pase. Ako dátum vydania dokumentu je uvedený rok 2020, dizajn pasov vydaných v Británii v tomto roku bol však odlišný. Zelenského údajný pas zodpovedá dizajnu, ktorý britské úrady používali od roku 2010 do roku 2016.


Porovnanie Zelenského údajného pasu (hore) s pasovým vzorom, ktorý britské úrady vydávali v roku 2020 (dole). 

Aj v tomto prípade siahli autori hoaxu po voľne dostupnej fotografii, ktorá sa často používa ako titulná fotografia rôznych článkov o Zelenskom.




Zelenského fotografia použitá vo falošnom pase na stránkach STVR. Zdroj: spravy.stvr.sk 

Na sporných dokladoch je priezvisko ukrajinského prezidenta uvedené ako „Zelensky“. V angličtine sa však jeho meno oficiálne uvádza s dvoma „y“ na konci a správny prepis je teda „Zelenskyy“, čo potvrdila aj prezidentská kancelária po jeho zvolení za prezidenta. Angličtina je okrem Veľkej Británie aj úradným jazykom ostrovných štátov Bahamy či štátu Svätý Krištof a Nevis.

Bahamský pas

Pri údajnom pase štátu Bahamy pochádza Zelenského fotografia zo stretnutia Zelenského s tureckým lídrom Recepom Tayyip Erdoganom v februári 2020.




Fotografia Zelenského použitá na jeho údajnom bahamskom pase. Zdroj: unian.info

Pas štátu Svätý Krištof a Nevis

Známky nepravosti vykazuje aj sporný pas štátu Svätý Krištof a Nevis. Sekundárna fotografia, ktorá sa používa ako bezpečnostný prvok, je na údajnom Zelenského pase podstatne výraznejšia ako na vzorovom pase tohto štátu.


Porovnanie sekundárnej fotografie na oficiálnom vzorovom pase (dole) a na údajnom pase Volodymyra Zelenského (hore). Zdroj: Rada EÚ, Facebook.com

Manipulácia je viditeľná aj na ďalšom ochrannom prvku - vzore pri hlavnej fotografii pasu, ktorá sa výrazne líši od originálneho vzoru. Vzor je navyše v okolí Zelenského fotografie rozmazaný a miestami úplne mizne, čo naznačuje digitálnu manipuláciu.



Záver

Na údajných Zelenského pasoch krajín Izraela, Veľkej Británie a Bahám sa nachádzajú fotografie voľne dostupné na internete, ktoré nie je možné použiť v oficiálnych dokladoch. Doklady obsahujú vo viacerých prípadoch logické nedostatky. Informácie poprel Národný protikorupčný úrad Ukrajiny aj portál The New Voice of Ukraine, na ktoré sa autor pôvodnej dezinformácie odvolával. Príspevky sme preto v rámci našej spolupráce so spoločnosťou Meta označili ako nepravdivé.

 "
"2025-12-23 21:21:54";"redakcia Demagog.sk";"Na Facebooku sa šíria videá, ktoré tvrdia, že žiadna farmaceutická spoločnosť nesmie robiť testy očkovacích látok na tehotných ženách, a preto neexistuje dôkaz o ich bezpečnosti. Tieto tvrdenia sa odvolávajú na knihu Lexikon očkování z roku 2008, no jej obsah neinterpretujú presne. V súčasnosti už klinické štúdie zahŕňajú aj tehotné ženy, regulátori pri odporúčaniach navyše vychádzajú aj z výskumu na zvieratách, observačných štúdií aj biologického mechanizmu účinku. Viaceré štúdie na stovkách tisíc ľudí potvrdzujú bezpečnosť a účinnosť vakcín proti covidu-19 počas tehotenstva.   

25. novembra 2025 bol na Facebooku zverejnený príspevok, ktorý tvrdil, že očkovanie v tehotenstve škodí a že žiaden výrobca nikdy nerobil výskum ani štúdie na tehotných ženách. 

V príspevku sa uvádza, že farmaceutické firmy aj lekári údajne dostávajú zaplatené za podporu očkovania. Autor tvrdí, že počas pandémie ani pred ňou vraj neprebiehali žiadne klinické štúdie vakcín na tehotných ženách, a preto podľa neho neexistuje dôkaz o ich bezpečnosti a výrobcovia za ne nenesú zodpovednosť. Zároveň upozorňuje, že očkovanie má „vážne škodlivé účinky“ a tehotné ženy tým ohrozujú seba aj svoje deti. Popisok videa opisuje ľudí, ktorí sa dajú zaočkovať, že nereflektujú riziká a „nepoužívajú zdravý rozum“.



Súčasťou príspevku je aj video, v ktorom žena v češtine tvrdí, že v knihe „Lexikon očkování“ je napísané: „Žiadna farmaceutická spoločnosť si nikdy nezobrala na zodpovednosť robiť štúdie na tehotných ženách, takže neexistuje dôkaz, že by vakcíny boli pre ženy bezpečné“. 

Veľmi podobné video uverejnil iný používateľ 26. novembra 2025 a čítal v ňom z tej istej českej knihy: „Žiadna farmaceutická spoločnosť, ktorá sa zaoberá klinickým vývojom očkovacích látok, nesmie štandardne vykonávať klinické štúdie na tehotných a dojčiacich ženách.“



Oba príspevky spolu k 13. decembru 2025 zdieľalo viac ako 4,5-tisíc používateľov. 

Príspevky skresľujú obsah knihy Lexikon očkovania o tehotných ženách

Kniha, na ktorú sa oba príspevky odvolávajú, má názov Lexikon očkovania. Jej autormi sú Jiří Beran, Jiří Havlík a kolektív a bola vydaná v roku 2008. 

V časti venovanej očkovaniu špecifických skupín sa v úvode uvádza: „Žiadna farmaceutická spoločnosť, ktorá sa zaoberá klinickým vývojom očkovacích látok, nesmie štandardne vykonávať klinické štúdie na tehotných a dojčiacich ženách.” (s. 71) Zároveň však dodáva: „Preto sú informácie o možnom poškodení plodu počas tehotenstva len minimálne. Vychádzajú totiž z prípadov zaznamenaných v rámci klinických hodnotení, pri ktorých došlo k otehotneniu počas podávania očkovacích látok.” (s. 71) 

To znamená, že aj keď výskum tehotných žien nemá podobu randomizovaných štúdií, dáta k dispozícii sú. Prvé video teda nesprávne tvrdí, že „neexistuje žiadny výskum“ a „neexistuje dôkaz bezpečnosti“, keďže kniha nič také neuvádza. 

Hovorkyňa Štátneho ústavu pre kontrolu liečiv (ŠÚKL) vo vyjadrení pre Demagóg.sk z 11. decembra 2025 vysvetlila, že postupy sa menia a kniha vychádzala z postupov z minulosti, „Výrok z Lexikónu (2008) bol v zásade pravdivý v historickom kontexte: farmaceutické firmy a klinické skúšky často tehotné a dojčiace ženy štandardne nezahŕňali, preto prvotné údaje často pochádzali z náhodných otehotnení alebo z post-marketingového sledovania.” 

Dodala, že dnes sa prax a odporúčania menia. „Regulačné orgány a odborné organizácie aktívne podporujú zodpovedné zahrnutie tehotných a dojčiacich žien do výskumu a posilňovanie počtov dát (registrov, observačných štúdií). Preto už nemôžeme všeobecne povedať, že informácie sú vždy len „minimálne“, závisí to od konkrétnej vakcíny. Ak ide o konkrétnu vakcínu, treba pozrieť jej aktuálne údaje  a odporúčania národných a regulačných inštitúcií. Pre niektoré vakcíny sú dôkazy silné, pre úplne nové vakcíny sa musíme spoľahnúť na priebežné sledovanie a informácie z registrov.”

To potvrdila pre Demagóg.sk vo vyjadrení z 11. decembra 2025 aj Asociácia inovatívneho farmaceutického priemyslu (AIFP): „Ide o obsolentné a dávno vedecky prekonané tvrdenia. Regulačné autority už explicitne podporujú racionálne zahrnutie tehotných (pozn. do klinického testovania): americká Food and Drug Administration (FDA) a európska lieková agentúra EMA publikovali usmernenia na postupnú inklúziu tehotných žien (napríklad postupné farmakokinetické štúdie, registrácie bezpečnosti, post‑marketing surveillance, adaptívne dizajny).”

Očkovanie proti covidu-19 je pre tehotné ženy bezpečné

ŠÚKL vo vyjadrení o bezpečnosti vakcín proti vírusu covid-19 pre Demagóg.sk uviedol: „Vedecká obec v drvivej väčšine potvrdzuje, že COVID-19 vakcíny sú v tehotenstve bezpečné. Liek sa k pacientom dostane až vtedy, keď jeho prínosy prevažujú nad rizikami. Ako pri všetkých liekoch, aj pri vakcínach platí, že ich bezpečnosť je sledovaná aj po ich uvedení na trh.” Doplnil, že na sledovanie bezpečnosti liekov sú v rámci Slovenska aj celej EÚ zavedené prísne farmakovigilančné mechanizmy, ktoré zahŕňajú monitorovanie bezpečnosti aj u tehotných a dojčiacich žien.

ŠÚKL zároveň vysvetlil, že bezpečnosť vakcín a liekov v tehotenstve sa dá určiť aj bez priameho randomizovaného klinického skúšania na tehotných ženách: „Moderná medicína využíva kombináciu viacerých zdrojov dôkazov, ktoré spolu poskytujú veľmi robustný obraz o rizikách a prínosoch.” Konkrétne upresnil, že vakcíny a lieky sa hodnotia pre tehotné ženy pomocou kombinácie predklinických štúdií, biologického mechanizmu účinku, náhodných tehotenstiev v klinických skúškach, veľkých populačných štúdií po uvedení na trh, národných a medzinárodných registrov tehotenstiev, farmakovigilancie a odborných odporúčaní.

ŠÚKL dodáva: „Spolu tieto zdroje poskytujú veľmi dobrý obraz o bezpečnosti – často presnejší ako malé klinické štúdie.”

Európska lieková agentúra (EMA) vydala v januári 2022 odporúčanie na podávanie vakcín proti covidu-19 tehotným ženám. Pracovná skupina skúmala dáta o 65-tisícoch tehotenstiev a dospela k názoru, že očkovanie m-RNA vakcínou proti covidu-19 neviedlo k vyššiemu riziku komplikácií v tehotenstve, potratov, predčasných pôrodov alebo nežiadúcich účinkov na nenarodených deťoch. Na základe týchto dát odporučila očkovanie aj tehotným alebo tým, čo tehotenstvo plánovali.

AIFP dodáva, že aj odborné organizácie, ako sú Americká spoločnosť pôrodníkov a gynekológov a Spoločnosť pre medicínu matky a plodu, odporúčajú očkovanie proti covidu-19 v ktoromkoľvek trimestri. Takéto odporúčanie vydala aj WHO (.pdf).

Riziko pre tehotné ženy môžu predstavovať živé vakcíny

Kniha Lexikon očkování upozorňuje aj na rozdiel medzi neživými vakcínami a živými atenuovanými, teda oslabenými vakcínami. Autori uvádzajú, že na základe vlastností vakcín a ich imunologického pôsobenia sa dá usudzovať, že pri očkovaní tehotných žien neživými, teda inaktivovanými vakcínami neexistuje zvýšené riziko. Živé vakcíny sú z opatrnosti kontraindikované. Kniha uvádza, že aj keď sa infekcia plodu vakcinačným vírusom v minulosti vyskytla, „doteraz neboli u detí očkovaných žien zaznamenané žiadne vrodené anomálie“ (s. 71). 

AIFP pre Demagóg.sk vysvetlil, že živé atenuované vakcíny sa nemajú podávať počas tehotenstva okrem výnimočných situácií, keď riziko infekcie výrazne prevyšuje riziko očkovania, ako je napríklad žltá horúčka pri cestovaní do endemickej oblasti. „Živé atenuované vakcíny obsahujú oslabený vírus, ktorý teoreticky môže infikovať plod a spôsobiť kongenitálne infekcie. Historické dáta o rubeloe a kiahňach ukázali riziko malformácií alebo potratu, najmä pri očkovaní v prvom trimestri.” Odkazujú pritom na metaštúdiu v časopise Vaccines v roku 2020. 

Odlišnosti medzi neživými a živými vakcínami pre Demagóg.sk potvrdil aj ŠÚKL: „Živé oslabené vakcíny sa môžu v tele rozmnožovať — a hoci ide o oslabené vírusy alebo baktérie, existuje teoretické riziko, že by sa mohli preniesť cez placentu alebo spôsobiť fetálnu infekciu. Z tohto dôvodu je väčšina „živých“ vakcín v tehotenstve kontraindikovaná a odporúča sa podať ich pred otehotnením alebo po pôrode.”

Veľké vedecké prehľady potvrdzujú bezpečnosť očkovania tehotných žien

Autorka videa tvrdí, že nikde nie je dôkaz o tom, že očkovacie látky sú pre ženy bezpečné. V knihe Lexikon očkování žiadne takéto tvrdenie nie je.

V roku 2023 A. Ciapponi a kolektív zverejnili metaanalýzu „Safety of COVID-19 vaccines during pregnancy“. Autori zhromaždili 71 štúdií, ktoré sledovali 17,7 milióna tehotných žien a tiež údaje o zvieratách a hodnotili bezpečnosť vakcín proti covidu-19 počas tehotenstva. Zistili, že očkovanie počas tehotenstva nespôsobilo viac zdravotných komplikácií, než sa v populácii vyskytuje bežne, a teda neznamenalo vyššie riziko pre matku ani dieťa. V závere uvádzajú, že nenašli žiadne bezpečnostné signály naznačujúce škodlivosť vakcín počas tehotenstva a ich výsledky podporujú odporúčania očkovať tehotné ženy dostupnými vakcínami. Zároveň však upozorňujú, že pre iné ako mRNA vakcíny sú potrebné robustnejšie dáta. 

V roku 2023 publikovali D. M. Wolfe a kolektív v časopise BMJ Open štúdiu „Safety and effectiveness of influenza vaccine during pregnancy“, v ktorej skúmali bezpečnosť očkovania proti sezónnej chrípke v tehotenstve. Autori analyzovali observačné štúdie porovnávajúce tehotné ženy očkované proti chrípke s neočkovanými tehotnými. Skúmali pôrodné výsledky, riziko malformácií, predčasný pôrod, potraty, materské komplikácie či nízku pôrodnú hmotnosť. Výsledky nepreukázali zvýšené riziko žiadneho z týchto nežiaducich výsledkov u očkovaných žien. Záver štúdie uvádza, že dostupné dôkazy naznačujú bezpečnosť sezónnej chrípkovej vakcíny počas tehotenstva a podporujú jej používanie. 

V roku 2025 zverejnili L. V. S. Chittajallu a kolegovia systematický prehľad „Safety and Efficacy of Vaccines During Pregnancy“, v rámci ktorého zhromaždili a vyhodnotili výskumy o rôznych vakcínach podávaných počas tehotenstva vrátane výsledkov pre matky aj novorodencov. Autori skúmali imunitnú odpoveď, účinnosť vakcín, výskyt nežiaducich účinkov aj dopad na pôrodné výsledky. Záverom konštatujú, že očkovanie počas tehotenstva je bezpečné a účinné a poskytuje dôležitú ochranu ženám aj ich deťom. 

V decembri 2025 vyšla v časopise JAMA štúdia, ktorá na vzorke 20-tisíc tehotných žien ukázala, že očkované tehotné ženy mali nižšie riziko ťažkého priebehu choroby, ale aj predčasného pôrodu. 

Asociácia AIFP dodáva, že aj ďalšie meta-analýzy a veľké kohortové štúdie (JAMA, American Academy of Pediatrics, Drug Safety) nepreukázali zvýšené riziko potratu, vrodených chýb ani závažných neonatálnych komplikácií, „Naopak, niektoré štúdie ukázali nižšie riziko úmrtia novorodenca a neurologických komplikácií u detí matiek očkovaných počas gravidity.”

Vakcínu Pfizer začali testovať aj na tehotných ženách

Vo februári 2021 otvoril Pfizer klinickú štúdiu, ktorá vyhodnocovala bezpečnosť a účinnosť vakcíny Comirnaty proti covidu-19 u tehotných žien a ich narodených detí. Výskumníci porovnávali vakcínu s placebom a merali hladinu protilátok po dvoch dávkach, ale aj nežiadúce účinky, ako sú lokálne reakcie a zdravotné problémy. Štúdia ukázala, že očkované tehotné ženy mali po dvoch dávkach vyššie hladiny protilátok než ženy, ktoré dostali placebo, a že imunitná odpoveď bola silná, hoci hladiny protilátok boli nižšie než u podobnej skupiny ne­tehotných žien z inej štúdie. Potvrdila aj bezpečnosť vakcíny pre matky aj novorodencov. 

Podľa správy zo štúdie, ktorú uverejnili v júli 2024, po októbri 2021 už do štúdie nenaberali nové pacientky, pretože očkovanie bolo už dostupné aj pre tehotné ženy. 

Záver

Na Facebooku sa šíria videá, ktoré tvrdia, že žiadna farmaceutická spoločnosť nesmie robiť testy očkovacích látok na tehotných ženách, a preto neexistuje dôkaz o ich bezpečnosti. Štátny ústav pre kontrolu liečiv vysvetlil, že odporúčania netestovať lieky na tehotných ženách sú už neaktuálne. Bezpečnosť očkovania v tehotenstve potvrdzujú mnohé štúdie, vrátane veľkých prehľadových štúdií. Príspevok sme preto v spolupráci so spoločnosťou Meta označili ako s chýbajúcim kontextom.

 "
